@relation tweet
@attribute text string
@attribute country{"Nepal","Angola","Republik der Philippinen","Zambia","Uzbekistan","Suécia","Mongolia","Hungary","Bolivia","Francia","Luxembourg","Eesti","Japon","Україна","Senegal","Belarus'","Seychelles","Greece","Madagascar","Latvia","Somalia","Islamic Republic of Iran","Democratic Republic of Congo","Canadá","République Démocratique Du Congo","Viro","Lebanon","Vatican City","Spagna","Croatie","Regno Unito","Morocco","Republic of Croatia","Alemania","Emirati Arabi Uniti","Estonia","Azerbaijan","Montenegro","新加坡","Uganda","مملكة البحرين","Turks and Caicos Islands","Haiti","ญี่ปุ่น","Nicaragua","Vereinigte Staaten","Switzerland","Royaume du Maroc","Việt Nam","Grecia","Kazakhstan","Spanien","Romania","Germania","Kanada","Vietnam","भारत","Magyarország","Guadeloupe","Norge","Trinidad and Tobago","Hashemite Kingdom of Jordan","Cameroon","Kyrgyzstan","Malta","일본","Polska","Suomi","Bulgaria","Norway","Brunei","ישראל","Namibia","Reino Unido","Libya","Paraguay","Japón","Republic of Mozambique","","Ethiopia","Latvija","Bangladesh","Republic of Belarus","Georgia","لبنان","Martinique","Germany","Antigua and Barbuda","Zimbabwe","Republic of Mauritius","Schweiz","Tunisia","Guatemala","Mexique","Albania","Czech Republic","French Polynesia","Austria","الامارات العربية المتحدة","Svizzera","Algeria","Spanje","Islas Turcas y Caicos","Cuba","Moldova","Panamá","Central African Republic","Hellas","Ελλάς","Япония","Qatar","Curaçao","Ecuador","Poland","Monaco","Liban","Hrvatska","Cayman Islands","New Zealand","Botswana","România","Belgium","Cyprus","Guinea Bissau","Bélgica","دولة الكويت","Peru","Sint Maarten","Kuwait","Panama","Grécia","El Salvador","Republic of Serbia","Danmark","Беларусь","Österreich","Afghanistan","Spain","Espagne","Kenya","Sverige","República de Moçambique","Italy","Lesotho","België","Etats-Unis","Australia","Cambodia","Turkey","Bahrain","Andorra","Ghana","대한민국","Jamaica","Česká republika","Argentina","Украина","Ukraine","Denmark","Republic of Korea","مصر","Israel","Pakistan","Singapore","People's Republic of China","Portugal","المملكة العربية السعودية","France","Costa Rica","Kingdom of Saudi Arabia","Egypt","Republika ng Pilipinas","Mexico","Russia","Nederland","Ireland","Colombia","中华人民共和国","Finland","Thailand","Deutschland","Sweden","Tanzania","South Africa","India","España","United Kingdom","台灣","Italia","Türkiye","Espanya","Taiwan","The Netherlands","香港","Hong Kong","Nigeria","Россия","Malaysia","Dominican Republic","Venezuela","Republic of the Philippines","Estados Unidos","United Arab Emirates","Chile","Brazil","Indonesia","Sri Lanka","Japan","Brasil","México","Canada","ประเทศไทย","日本","United States"}
@data
"Yeeehaw  Level 30  @ Planet Earth https  t co 9RSUZonk0j  Where Needed WorldWide  We really love a great sound system and making music  1557321640663  null","Republic of the Philippines"
"Langoy langoy din kahit 5 hours lang ang tulog ng 3 days bwahahaha  Ctto 📸 gustokohappyka… https  t co xQQ2MKnRpr  Citizen of the World ✈  Student of Life Charm Simplicity and Natural Beauty  1557321665664  null","Thailand"
"If you're looking for work in #Clarence NY check out this job https  t co IiPwk6BaBR #Healthcare  Buffalo NY  Follow this account for geo targeted Healthcare job tweets in Buffalo NY Need help Tweet us at @CareerArc  1557321668666  null","United States"
"@yuumi_takaki 花粉大丈夫  Love in 九州  アイドルと音楽が大好きです  1557321709661  null","Japan"
"I'm at @SistemaElite de Ensino in Nova Iguaçu RJ https  t co 9HbRkS0xqs  021  linda e chata @fluminenseFC 🇮🇹 insta @_pimentaju  1557321725660  null","Brasil"
"Lunch today between museums #madrid #donandjeff #prado #tablafinamadrid @ Tablafina Madrid https  t co s0RUM3B8Tz  Ft Lauderdale Fl  Newly married and retired Cardiologist who loves to travel drink fine wine read a good book and spend time with friends and his Frenchie Claude  1557321774665  null","Spain"
"Este ford Mustang de 1969 pertenece al CEO de Cypress Semiconductor llamado Hassane El Khoury #Ford #Mustang #CEO… https  t co Qn2aPvAbjM  Madrid Comunidad de Madrid  Blog y Cuenta Oficial de Madrid Motor and MotorSport  1557321782664  null","España"
"I couldn't agree with this quote more  Haha So I don't have many sweet things these days but when I do they don't… https  t co eXvwjjdfze  England United Kingdom  Life Coach  Helping clients deal with fears and anxiety  Disability Support Company Owner  Just a mildly amusing guy getting on with life  1557321793658  null","Belgium"
"09 23 en La Granja Emanación de gas (10 6 2) UT 2 B 5 Diagonal Sur Oriente y Tacora https  t co Pb2x88RGsm  null  null  1557321818658  null","Chile"
"@dossevia #scorpio #horoscope @ Raeford North Carolina https  t co DKZWBJOj2a  Raeford NC  SCORPIO #TeamTiff #DivaPhilosophy 💁🏽‍♀️ instagram @missnovember777  1557321827662  null","United States"
"#iamsaintemaxime #portdesaintemaxime #7mai2019 à Sainte Maxime https  t co OJhHstdDya  Bois Colombes  null  1557321843665  null","France"
"We're hiring Read about our latest job opening here DISTRICT MANAGER  ARIZONA  https  t co 4tkK19ay6s #Accounting #Phoenix AZ  Charlotte NC  Welcome to Compass Group USA's job board To learn about our people and careers go to @CGCareersUSA  1557321860665  null","United States"
"#memorialdayweekend Catch Me &amp @djhercules15 Goin Live decoloungehollywood #miami #hollywoodbeach #greatestdjs @ In… https  t co SVyJre7ky2  null  Greatest DJs  Nationwide DJ Service 🔥🔥🔥🔥Book Now 317 833 5814 Tours | Concerts | Mixtapes Hosting | Parties | Receptions & More   1557321977663  null","United States"
"Porque tudo que forças pode quebrar e ninguém sabe a barra que cada um carrega  E aí como vocês tem segurado essa… https  t co urgoQHUNIs  Curitiba PR  permanecer https  www instagram com ainodesain Dá um like lá pra acompanhar minhas artes👆 https  www behance net ainodesain  1557321987659  null","Brazil"
"Right lane blocked in #NewYork on 2nd Ave SB between E 58th St and 57th St #traffic https  t co cLJ9IKsg5n  New York City & New Jersey  Total Traffic Network delivers real time traffic via in car and portable navigation broadcast media wireless & Internet Call Tips Hands Free to 212 377 7757  1557321988665  null","United States"
"I'm at Khao San Road in Phra Nakhon Bangkok https  t co VPxTDmHYdX  null  null  1557322022657  null","Thailand"
"This has to be one of the best times of year for British Produce Stunning Isle of Wight tomatoes and local wild ga… https  t co d4SfqfSZaP  Tring England  A unique dining experience in the Three Counties Sit back & relax as our chef @scottabmfc creates amazing dishes right in front of you  1557322023665  null","United Kingdom"
"On this day in 1970 The Beatles released their Let It Be album It was the twelfth and final studio album from the… https  t co QFz5K0dchg  Peace River AB Canada  Where Rock and Country Collide Stream us online at http  rivercountry fm download the app via the App Store or Google Play & Find us on Radio Player Canada  1557322068660  null","Canada"
"It's coming @ Physicon Fitness HUB https  t co zkWvUDVf4s  Surat India  #trader #investor #Guitarist #capitalist #fitnesstrainer ruled by randomness #Mind is committed to macro economis but heart is devided btwn technology n food   1557322104661  null","India"
"This job might be a great fit for you Care Coordinator  https  t co ElLZQbOZIv #Nurse #Odessa TX  Odessa TX  Looking for a new #Healthcare Career Seeking #physician #nurse #RN and #Administrative roles in all divisions of our 17 hospitals  View our #jobpostings  1557322148661  null","United States"
"Pig tails and high on the hog 🐷 I had a smashing weekend @londonbbqschool teaching Texas BBQ Thanks to all who cam… https  t co Zl7qae7liJ  null  Cook Eat Teach Photo   Food development cookery teacher private cook food styling and photography  http  Instagram com oishinboy  1557322166665  null","United Kingdom"
"Take care of today for the sake of tomorrow invest in Real Estate today &amp dance when getting your returns For mor… https  t co TxRmgBSPHl  Lagos Nigeria  Until you understand that life is war you can't know the power of Prayer #realestate #followme #buyland #ibejulekki #islands  1557322172658  null","Nigeria"
"Asikk  Kabur ahh   Entah aji2an apa berangkat keujanan sampe sarang @FerboesR panas merona berangkat keujana… https  t co SRkyqeW3YK  null  Introvert Blogger l Contributor | Content Creator | Pelupa Bukan Sombong | For my Passion | For my Family  1557322192662  null","Indonesia"
"#zoskinhealth @nyxcosmetics bb cream wetnwildbeauty photo focus abhworldwide highlight @bhcosmetics blush… https  t co Is1rIa0ep5  43 61636100 116 2055300  Supervisor of Operations owner of too many animals huge foursquare fan love to laugh  my views and tweets do not represent my company  1557322249661  null","United States"
"I'm at Timog Park Homes https  t co WPV8zsUSvu  Pampanga PH  Think beyond limits • 🃏  1557322307664  null","Republic of the Philippines"
"current weather in New Delhi dust 40°C 13% humidity wind 4kmh pressure 1002mb  New Delhi India  Weather updates forecast warnings and information for New Delhi India Sources http  OpenWeatherMap org USGS  1557322311663  null","India"
"DISEÑADOR GRÁFICO y O publicista Para  *Desarrollo de imagen corporativa (diseño de pagina web correos portafoli… https  t co OQIrRQZTQz  Santamarta Colombia  null  1557322321659  null","Colombia"
"Alhamdulillah rezeki dapat berjumpa guru silatku di acara Balimau Kasai @ Batu Belah Air Tiris https  t co HD6Gvnl5sd  Tanjung Malim Perak  Paralegal | Aktivis Kemanusian  1557322360660  null","Indonesia"
"@Nongoma_FM @Nqubekondlela Isukike Mfoka Ndlela #DriveConnection nangu mina asambekee🚶🏃  Sandton South Africa  UKHOZI METRO IKWEKWEZI FM & KAIZER✌CHIEFS FAN ☎ 0822 215247 📱 0762 444 999 📠 SYAFANAZULU83@GMAIL COM  1557322405661  null","South Africa"
"Foto appena pubblicata @ Bari Italy https  t co LnfnNJGJCr  Bari italy  • Facebook Valentina Gismondi • Twitter Restofourlives8 • Yt Regen041 • Skype ~ Rest_Of_Our_Lives_89 ~ • Instagram somethimesweallmustbleed8  1557322429666  null","Italia"
"( readystock ) Neck plate fender anniversary 60th Finishing lapis gold For gitar dan bass fender  Informasi harg… https  t co aj2hwo4Zp4  Yogyakarta  owner RCS music Indonesia  1557322444661  null","Indonesia"
"Acabou de publicar uma foto em Grupo de Apoio e Prevenção (GAP) https  t co NdZUZh3D7R  Fortaleza Brasil  null  1557322446657  null","Brasil"
"I’m LOVING 🥰 my Moschino toy 🧸 2 🐻 I’m a huge lover of bears and Moschino Two in one is so perfect 🥰❤️😘 this is a… https  t co jOEgtMvacH  Toronto  #artist #Toronto #bestdayblogger ☮️☯️  1557322486664  null","Canada"
"6th Day #CampaignSerye Bataan ❤❤❤ #AKALAINMO  #DJFORALLSEASONS  #GAYDADDY  #ONSENIANS  #KOKAK  @ Culis … https  t co ZmEyBNVYV3  Philippines  Youtubechannel GAYDADDY CHANNEL 🎧 MOR 101 9 Radio DJ 🗣 Teleradyo Dzmm Anchor 🎬 Actor 🎤 Host Singer Comedian  1557322504664  null","Republic of the Philippines"
"#repost la procesión  alas rotas (versiones completas) valor 3 mil  #Leernoshumaniza  Librería del Androide Va… https  t co n6m9JAtU7b  san jose  Bookstore independiente ciencia ficcion comics terror y fantasía entregas e envios en toda la GAM  ¨la vida sin música y libros no tendría sentido¨  1557322573662  null","Costa Rica"
"The day is bright  next level fully activated Say no to negative people and block all those winzo asap  … https  t co CDYf7Kv2m7  Toronto Ontario  Award winning actor based in Toronto ON Canada Safety worker with @TDSB  1557322594658  null","Canada"
"GELANG AKAR BAHAR HIJAU Menyediakan kerajinan tangan berbahan semua jenis akar bahar Tersedia gelang polos gelang… https  t co iLlXBKUhxE  Kabupaten Jember  Handicraft & Aksesoris  1557322633665  null","Indonesia"
"Just posted a photo @ Chicago metropolitan area https  t co Bucf3GniTq  Chicago IL  CEO LoudMoneyMusicGroupLLC CEO Rise4LifeManagement VP OF OPERATIONS Hood Radio http  lmmg biz http  Hoodradioonline com http  Megastar2414 com  1557322659665  null","United States"
"قام اصير نظيف (@ Master Saloon) https  t co YRXq81Cy7u  Why  music 🎵  lonely as always 🤤 annoying people BO 🤬 and Cadillac is my name 😊  1557322674666  null","Kuwait"
"Want to work in #Findlay OH View our latest opening https  t co HXoicNYO2v  Toledo OH  Follow this account for geo targeted Other job tweets in Toledo OH Need help Tweet us at @CareerArc  1557322744666  null","United States"
"しごおわ (@ 千駄ケ谷駅  @jreast_official in 渋谷区 東京都) https  t co p2aN3JR7DJ  日本  元社会人 ラブライブサンシャイン バンドリ 鉄道 ジェットコースター 名探偵コナン カイジ オセロ ラーメン  1557322777657  null","日本"
"#SiTuSupieras #DanceHall #LDM #ElCapi 17 de marzo 🔊🎵🔥🔊🎵🔥😎👍🏾 en Bogotá Colombia https  t co t6mlRcBruj  Bogotá D C  Colombia  Musica urb Comercial (rapero) redes sociales @ldmelcapitan411 Booking ldmelcapitan411@gmail com +57 3205170520  1557322782660  null","Colombia"
"72 7F (Feels 77 1F)  Humidity 99%  Wind 4 1mph NW  Gust 4 7mph  Pressure 30 026in #weather https  t co 75yzNJ23Eh  Mouton Cove Abbeville LA  Live 10 minute weather data from a personal weather station in Mouton Cove Abbeville LA  1557322806665  null","United States"
"우린 언제쯤 친해질수 있는거니8ㅅ8 https  t co tXGZp5PGYv  地球  デイダラ💥  😈クロミ🖤  1557322809658  null","일본"
"Join the Starbucks team See our latest #Retail job openings including barista  Store# 02989 PIONEER &amp ARTESIA … https  t co ACsl9uUUab  Long Beach CA  Follow this account for geo targeted retail job tweets near Long Beach Need help Tweet us at @CareerArc  1557322829666  null","United States"
"This #CustomerService job might be a great fit for you Click the link in our bio to see it and more Customer Serv… https  t co BGDfR8PqSi  Greater Hartford CT  Follow this account for geo targeted Customer Service job tweets in Hartford CT Need help Tweet us at @CareerArc  1557322869658  null","United States"
"Be Your Insurance  Customer Humor  Chenrezi t 103 7 Chenrezi t Chenrezi t Chenrezi t 90 3 Chenrezi t @ Lynnw… https  t co IvH25FnWLK  Marysville Washington  null  1557322870662  null","United States"
"Je hoeft niet altijd zelf het wiel uit te vinden #spaarzeallemaal #winkelgebieden #retail #kennis #innovatie @ INr… https  t co QGJoEq9HnH  Zeist Nederland  Tweets namens platform #DNWS het onafhankelijk kennis en netwerkcentrum gericht op het toekomstbestendig maken van winkelgebieden  1557322918658  null","Nederland"
"Dk 35 Simba 2 1 Coastal union #tpl @ Dar es Salaam https  t co qTkrftQGzF  null  null  1557322933659  null","Tanzania"
"Buen día vamos por un miércoles increíble y a seguir trabajando por la pasión y éxito  Nada me detiene y mis sue… https  t co MfsjR4t3AJ  México D F  Amante de una buena platica tinto y unas ricas tapas  1557322961664  null","México"
"Gracias a Lourdes Del Río @lourdes_delrio de Univision Noticias @uninoticias por permitirme la oportunidad de colab… https  t co VsrHwxrkm2  Miami Florida  Abogado de #Inmigración USA Graduado UM y Georgetown 25 años de carrera Integrante de “Caso Cerrado” TV Info 305 856 3139 consultas@angelleal com  1557323000658  null","United States"
"Белосток радует солнцем и отличной погодой В центре города всё очень красиво и аккуратно Увидев Костёл Успения Пр… https  t co oiyXUAC96D  Беларусь  Traveling Living Impression  1557323055664  null","Polska"
"I'm at Магнит in Тольятти Самарская https  t co oPlT6BuwjN  null  Никогда не жалей денег на то что тебе хочется даже если ты пожалеешь об этом в будущем  1557323079662  null","Россия"
"🌼 Quedó más guapa Paulina con su cambio de look Natural y juvenil ✨  #Mua @carolmorbioni #hair carolinaguirre32… https  t co SAhKbQLV7B  Guayaquil  Ecuador  peinado y maquillaje#MakeUpPro #MakeUpLover #CarolinaMorbioni #SeparaTuCita #makeupartist #HairSpray  1557323108659  null","Ecuador"
"maybe she's on her way 2 get her hair and snails done @ Spongebob https  t co Yh4Jhypune  Q Boro  On Air Radio Talent  Former Head of Urban Programing  Producer http  facebook com WILL2Bnetwork | http  will2bee tumblr com  1557323169661  null","Indonesia"
"I'm at @GongChaPhil in Pasay City Metro Manila https  t co yY0y3sQ7lV  New Taipei City Taiwan  Maganda mahinhin matangkad mahiyain Yan ang mga wala sa akin  1557323192666  null","Republic of the Philippines"
"#createhope #createyourself #morningmotivation #mentalhealthawareness #iwasthere #glasscity #endthestigma… https  t co 8FAvPsf0IJ  Toledo Ohio  I am a choreographer and mother of two I volunteer and I workout my Brain and Braun   1557323193661  null","United States"
"Are you looking for a new change in your income Are you looking for a company that you can join for free Well loo… https  t co SDjg7SCZDm  Greenville NC  I Am A Mom A Mompreneur and I Love Making New Friends So Add Me🤩  1557323194658  null","United States"
"I'm at Spa Terre https  t co 3CwTqB3klJ  Chicago IL  Meeting Event Planner  1557323207666  null","United States"
"⇩ 10 58% €189K ⇨ €169K https  t co GNOI5lAc7y Cloonaboy Swinford Co Mayo #mayo #swinford  Ireland  Real time property price changes from MyHome ie  1557323228657  null","Ireland"
"Feliz día mis amigos y amigas en New York New York https  t co 8ymNjAbnaA  ny 11237  herbalife dist baja o sube de peso oportunidad de ganar dinero  we helpin weight lose or business opportunity http  wellnespgl goherbalife com  1557323239665  null","Estados Unidos"
"Ngabuburit Tiap Hari Di M Radio    Udah masuk hari ketiga puasa  Kita masih bagiin takjil gratis buat Semua M… https  t co ocwixQb3jK  Surabaya  Jl Ngagel Madya no 15 15A Sby Office  031 99443333 FB  Mradio Surabaya Youtube Mradio Surabaya IG @mradiosby Line @mradiosby WA  08113400988  1557323240658  null","Indonesia"
"Grilling like a boss 😂 Are you getting married  Do you know someone getting married  Contact us for a quote 202… https  t co wRsdMKAAIT  Houston  Texas  Catering designed to fit your taste and budget  1557323243659  null","United States"
"#congratulations This child was born on the first day of the descent of the Holy Spirit On the first day of Ramadan… https  t co mrvh4lz0XI  United States  Degree MA 1 MA  ACADEMY OF ARTS  jurisdiction of the influence of politics on art from 2007  2011 2 Bac in Art (Fine Arts AcademyUniversity of Baghdad  1557323244658  null","United States"
"Graduating to a new level on your instrument is an exciting day for each student We are so proud of each and every… https  t co 3xsLAwuVis  Carmel IN  Music Lessons Birthday Parties Camps & More  1557323245665  null","United States"
"Ajax gak bisa d anggap remeh    Aceh Utara  null  1557323248665  null","Indonesia"
"Por isso às vezes nos vemos andando em círculo sobre um problema E isso dá uma agonia danada então precisamos AM… https  t co wdKbRSqyp4  null  Tento ser melhor a cada dia  1557323291666  null","Brasil"
"I'm at くし焼 串タロー 新宿西口店 in 新宿区 東京都 https  t co 6AykejZS4C  null  神田アゲインストザマシーン／メゾンタヌキ／ディスコ元年 【tmki009@gmailドットcom】 ■mixcloud http  bit ly 1FC5RPc ■oplant http  oplantrecords tumblr com  1557323356657  null","日本"
"I'm at David Lloyd Bromsgrove  @davidlloyduk in Bromsgrove Worcestershire https  t co tYA38YY1bI  Bromsgrove Hills 90210  Tennis gym & footy fan (#AVFC) Listening & Learning start small think BIG  #bibulus (avmo) Retention Solutions http  Keepme ai http  Workoutbarfitness com  1557323417659  null","United Kingdom"
"Pesto Con Spinaci Favorite vegetarian pizza at #vapiano #brisbane #vapianoaustralia        … https  t co 3jwQ1dmvYN  Paradisaical Hell  An Agnostic esoteric on and off photographer traveller writer  A moody crazy sarcastic mean and at the same time loving oscillating identity  1557323530659  null","Australia"
"What’s happening Really 😂 https  t co Oqq424LgGp  PHL  meh  1557323555659  null","Republic of the Philippines"
"I'm at 秩父宮ラグビー場 for JリーグYBCルヴァンカップ FC東京 VS ベガルタ仙台 in 港区 東京都 https  t co F6vHxjzlLP  東京 味スタ  楽天イーグルスファン 関東の試合に参戦MyHero聖澤諒 #25田中和基 #60古川侑利 ＦＣ東京サポ #22中村拓海 #23矢島輝一  1557323561663  null","日本"
"DBS kilimanjaro 24 3 vaiht  Tampere 60 € https  t co GtvlaK549p https  t co irIecfHjo6  Finland  Myyntiin tulleet polkupyörät kerättynä netin eri palveluista Tekoälyttömyyden takana @todeveni  1557323589659  null","Finland"
"7th Annual #SmallBusinessWeek Awards Kickoff Party #Raleigh #NorthCarolina #networking — Join our growing… https  t co VyD7iHt5EU  LAX CA 🚁 RDU NC  🔣 — Michael Stewart Isaacs is #Mosayk 🎦 #IAmBrilliant @IAmBrilliantUR2 📶 #BNUSA @BoardNationUSA_  1557323666664  null","United States"
"Soporte #rodilla Biomectex® Información y compras ↪ https  t co NtsMTAhaao ( link en la bio)  Envíos🚀 a todo… https  t co p0dy6khVsm  Medellín Colombia  Ingeniería Biomédica y el mundo textil BiomedicalEngineeringAndTextileWorld🌎 ↪TecnologíaExo muscular MuscleExo technology↩ _ Información y compras ⤵  1557323682660  null","Colombia"
"Beautiful #music at Israel’s #MemorialDay Service in #Jerusalem last night  Yom Hazikaron is Israel’s Official… https  t co INZLcTgzTQ  Jerusalem Israel  CBN News coverage of news and events in Israel and the Middle East Like us on Facebook https  www facebook com JerusalemDateline  1557323691662  null","Israel"
"2件目〜🍶 * * #sake #日本酒 #酒 #上川大雪 #おばんざい処なな竈 #sapporo #札幌 #hokkaido #北海道 #北海道のここがえーぞ 場所 おばんざい処 なな竈 https  t co JmF6WxlhGh  Neverland🎢🎡🎠🎪  I’m happy to be alive I’m happy to be who I am  1557323696658  null","日本"
"Tie 3 (Lempäälä) Onnettomuus välillä Pirkanhovi Vaihmalan liittymä https  t co Z6DyMhRoTr  null  V Traffic liikennetila tililtä näet kaiken mitä liikenteessä tapahtuu Suomessa juuri nyt Lisää tietoa palvelustamme saat @vtrafficSuomi tililtä  1557323707660  null","Suomi"
"Such a great opportunity and experience to judge the participants of English Speech Competition at PISMA 3 Catholic… https  t co 3UgogCpYkT  Indonesia  Alumni of @CCIProgram at @NOVAcommcollege year 2016 2017  1557323722661  null","Indonesia"
"Darjeeling’s People em Darjeeling https  t co uypeB3zlTJ  Rio de Janeiro  Nós temos a escolha de usar o presente que é a nossa existência para fazer esse mundo um lugar melhor           Jane Goodall  1557323727665  null","India"
"I'm at Дворец Республики in Минск https  t co N5HwYDX27o https  t co ftLKR16v50  Беларусь  null  1557323755662  null","Беларусь"
"Incident on #GardenStateParkway SB at South of Exit 149  CR 506 https  t co PGhb8nR6xS  New Jersey  Traffic & transit updates for the New Jersey area provided by New York State 511 Visit the website for more feeds  1557323787661  null","United States"
"ไม่รู้ว่าอีกสองเทอมจะต้องเจอกับอะไรบ้าง แต่คงเป็นก้าวที่หนักพอดูเลยล่ะ สู้ๆนะเพื่อนปี 5 ทุกคน เทอม 1  สาธิต มศว ป… https  t co Z4wKZdzzhB  null  รีเวิ้นเว้อ บ่นไร้สาระ  1557323794665  null","ประเทศไทย"
"Buen dia👽👽  Ya somos 100 suscriptores en Youtube en mí perfil está el link para que se suscriban y vean mí nuevo… https  t co u27uRH4otO  Portoviejo Ecuador  Official Twitter of Adalberto Dancer Model MR Teen Portoviejo 2013  Aries Gym Fuerte Dios Me atrae lo complicado Dando guerra desde 1994 Emelexista de ❤️  1557323844664  null","Ecuador"
"#MetroMediaMarktTAZMİNATIÖDE dedirme sendrom dert ortağı ton katkı Dekartçı  null  null  1557323921661  null","Türkiye"
"Amerikan elması çırpınıverme gümüş rengi bordo çıtlatıvermek #MetroMediaMarktTAZMİNATIÖDE  Türkiye  null  1557323924662  null","Türkiye"
"#MetroMediaMarktTAZMİNATIÖDE zırhlı başlılar sataşabilme kefelemek müstecir dirençsizleşmek ürün yelpazesi yön  Texas City TX  ben küçükkende böyleydim siyah kalemle gökkuşağı çizerdim'  1557323929658  null","Türkiye"
"Can you recommend anyone for this #SkilledTrade job in #FortLauderdale FL Click the link in our bio to see it and… https  t co QehdGwhsqA  Ft Lauderdale FL  Follow this account for geo targeted Skilled Trade job tweets in Ft Lauderdale FL Need help Tweet us at @CareerArc  1557323932658  null","United States"
"#MetroMediaMarktTAZMİNATIÖDE muşambasız mizahsı puslandırma ferahfeza vurunma yuvalanmak derhâl  null  null  1557323940662  null","Türkiye"
"tezlemek tatlandırmak gemi yatağı istinabe nikotin sabahleyin #MetroMediaMarktTAZMİNATIÖDE indirgeme  Denizli Türkiye  siz eksildikce artarım ne zırhım var ne kalkanım 💪  1557323953660  null","Türkiye"
"Reminder this morning that we need to share “ALL THE L❤️VE ” you never know what someone else is going through  Fi… https  t co nSXjE0f4Gx  Atlanta GA  Chicago born & raised Love to laugh and have a great time with good people Make everyday count @kaskade Fan 🎶#OREGONDUCKS #Bulls #Bears 🏳️‍🌈  1557323954664  null","United States"
"tıkayabilmek kitaplık bilimci tutulabilme tırpanlanmak #MetroMediaMarktTAZMİNATIÖDE üzüm sirkesi  Elbaristan  @elcnsng ❤️@baris_arduc  1557323963660  null","Türkiye"
"Mountain View Baptist Church Sunday School Class~what a hard working group Thank you all so much ❤️ @ Eastern Cat… https  t co a5rH1I7SMM  Newton NC  Bringing together the resources of the Christian community to serve the people in need of crisis assistance support and education in response to God's call  1557323965657  null","United States"
"taahhütname kıskaçlı anlayışsızca astronomi güneş yanığı #MetroMediaMarktTAZMİNATIÖDE kabarma  Düziçi Osmaniye  Bir gün mutlaka yeneceğiz  1557323973664  null","Türkiye"
"Hmmm 😀😁 #Repost @elevationchurch • • • • • What if where you are isn't an attack from the enemy but a purposed… https  t co rjHgBLoIV1  Bruxelles Belgique  Founder of Charming Mamour ✽ Interest in StartUps ✽ Mom Sister Friend  Heart After God Love God Life People  1557323992658  null","Belgium"
"tamang bogchi  🦄  𝑰 𝒈𝒖𝒆𝒔𝒔 𝑰'𝒎 𝒕𝒓𝒊𝒑𝒑𝒊𝒏' 𝒏𝒐𝒘  1557323995660  null","Republic of the Philippines"
"#QuartaDetremuraSDV #QuartaLigaDaJusticaSDV #QuartaVingadoresSDV https  t co AGCA2m6Tcw  Minas Gerais Brasil  🇧🇷 Em algum lugar sonhando 💭 ariano corintiano 😎 bahiano  1557324002664  null","Brasil"
"Nossa Senhora em Fátima disse “Não há problema de ordem pessoal familiar e social que a oração do santo terço não… https  t co oSw3AiqB7Z  terra  Nada podera nos abalar pois Deus e a nossa força e vitoria  Deus do impossivel    1557324004664  null","Brasil"
"Вицепремиерът Николова проведе работна среща с посланика на Китай https  t co UY5jvGdgs4 https  t co gVjs1CoEJG  Bulgaria  Министерски съвет на Р България Council of Ministers of Republic of Bulgaria Unofficial account RT fav≠endorsement  via @yurukov  1557324015664  null","Bulgaria"
"#diadavitoria em Jardim Primavera Duque De https  t co L28c15vgxu  DUQUE DE CAXIAS RJ  null  1557324029665  null","Brasil"
"Click the link in our bio to see currently open #Education jobs like Special Education Teacher at NEW BOCES in #Gillette WY  Cheyenne WY  Follow this account for geo targeted Education Teaching job tweets in Cheyenne WY Need help Tweet us at @CareerArc  1557324032659  null","United States"
"£725 000 Farnham GU10 4QD Detached home set on plot of approx 0 31 acres 4 Bedrooms Family Bathroom 2 Reception… https  t co icEtELG13w  Farnham Surrey  My family owned business has become one of West Surrey’s most highly respected estate agents specialising in sales lettings land & new homes in Farnham  1557324052661  null","United Kingdom"
"Like us on Facebook for more photos @ 'Steven's World of Photography ' #sg #Singapore #photoshoot #doujima… https  t co I4kF4EDamN  Singapore (East)  null  1557324094659  null","Singapore"
"Want to work at O'Reilly Auto Parts We're hiring in #Ontario OR Click for details https  t co 2zFGVAy86p  Payette ID  Follow this account for geo targeted Transportation job tweets in Payette ID Need help Tweet us at @CareerArc  1557324126665  null","United States"
"Abençoado em Floresta Pernambuco Brazil https  t co vxosEPZEwa  Floresta Brasil  null  1557324189661  null","Brasil"
"#WCW Your Birthday weekend was a blast Thank you for being so dope and loving me at the same time 👑💯❤❤ @ Columbus … https  t co sakwmFdm5L  Columbus OH  M O B Think Tank Les Wexner's Problem Child Kent State Alum ⚡️ Father of RXB Hip Hop 🎶 Bookings and features mobriguo@gmail com kwanbailey@gmail com  1557324198658  null","United States"
"Darmawan Truong (baku48) BDes '19 The modern age is heavily reliant on the digital world and is steadily moving mo… https  t co ZmEsUcrjco  Chicago IL  UIC School of Design  1557324223663  null","United States"
"Los atardeceres más hermosos que he visto en mi vida están en Indonesia 🇮🇩😍 • • • • • • • • • • • • • • • • • • • •… https  t co azkJp9rhEJ  VLC  Spain  ☝🏾️ Ciudadano del #Mundo Megalomano In REHAB · Admirador de la Cibercultura & Fucking Follower de sugestivos Twitters Fundador de @OcorismuS #GRAPHICLIFE  1557324242659  null","Indonesia"
"Det är ikväll det händer  @STELLAGALAN2018 tillsammans med Årets Stellakock @foodandwinese från mjshotel serverar… https  t co OHCWvEQa3O  Sweden  Award winning chef White Guide Senior 15  16  17 Writer for dinvinguide se Course leader GastroMerit Mail karoline nordefors{@}gmail se  1557324246666  null","Sverige"
